,area,bedroom,price,location
689,18,3,6790000,มีนบุรี
690,71,3,5600000,มีนบุรี
691,52,4,4750000,มีนบุรี
692,22.5,4,3690000,มีนบุรี
693,26.8,3,6500000,มีนบุรี
694,79,4,11900000,มีนบุรี
695,59.5,3,5990000,มีนบุรี
696,50,3,3650000,มีนบุรี
697,61.9,2,5900000,มีนบุรี
698,20,3,2390000,มีนบุรี
699,162,4,7590000,มีนบุรี
700,59.5,3,6990000,มีนบุรี
701,19.5,3,2990000,มีนบุรี
702,21.7,4,3990000,มีนบุรี
703,50,3,4900000,มีนบุรี
704,84,6,10870000,มีนบุรี
705,79,3,6950000,มีนบุรี
706,50.6,4,4790000,มีนบุรี
707,90,5,4890000,มีนบุรี
708,40,3,3300000,มีนบุรี
709,67.9,3,3990000,มีนบุรี
710,81.3,5,6500000,มีนบุรี
711,64.5,3,4550000,มีนบุรี
712,77.7,3,4800000,มีนบุรี
713,143,6,14500000,มีนบุรี
714,306,5,5500000,มีนบุรี
715,51,4,5500000,มีนบุรี
716,65,4,5200000,มีนบุรี
717,63,3,5900000,มีนบุรี
718,50.3,4,8900000,มีนบุรี
719,50,3,3800000,มีนบุรี
720,18.1,4,3400000,มีนบุรี
721,72,8,6190000,มีนบุรี
722,900,6,62000000,มีนบุรี
723,20,2,1650000,มีนบุรี
724,79,3,6950000,มีนบุรี
725,60,4,4290000,มีนบุรี
726,107,4,8900000,มีนบุรี
727,21.2,2,3500000,มีนบุรี
728,16,5,2250000,มีนบุรี
729,51,3,6200000,มีนบุรี
730,41.8,3,3100000,มีนบุรี
731,16,3,1900000,มีนบุรี
732,16,2,750000,มีนบุรี
733,19.3,3,2350000,มีนบุรี
734,17.8,2,1650000,มีนบุรี
735,27.6,4,4290000,มีนบุรี
736,28,2,3890000,มีนบุรี
737,17.4,3,2480000,มีนบุรี
738,62.7,3,5600000,มีนบุรี
739,17.8,2,1650000,มีนบุรี
740,66,3,4200000,มีนบุรี
741,150,5,24000000,มีนบุรี
742,60.7,3,7500000,มีนบุรี
743,800,8,65000000,มีนบุรี
744,119,4,11500000,มีนบุรี
745,64.8,4,4290000,มีนบุรี
746,71,3,5600000,มีนบุรี
747,56,3,4290000,มีนบุรี
748,16.1,2,2200000,มีนบุรี
749,54,3,4500000,มีนบุรี
750,17.8,2,1650000,มีนบุรี
751,50,3,3500000,มีนบุรี
752,50,4,5490000,มีนบุรี
753,16,2,2700000,มีนบุรี
754,58.1,3,5100000,มีนบุรี
755,160,3,13500000,มีนบุรี
756,118,4,11000000,มีนบุรี
757,16,2,1790000,มีนบุรี
758,65,4,7300000,มีนบุรี
759,23,4,2350000,มีนบุรี
760,77,5,5800000,มีนบุรี
761,20.8,4,2290000,มีนบุรี
762,67,4,2900000,มีนบุรี
763,426,6,8900000,มีนบุรี
764,50.6,3,5000000,มีนบุรี
765,100,5,4900000,มีนบุรี
766,133,4,8900000,มีนบุรี
767,25,3,2498000,มีนบุรี
768,240,2,16500000,มีนบุรี
769,50,2,6290000,มีนบุรี
770,50,3,5250000,มีนบุรี
771,16,2,1300000,มีนบุรี
772,75.2,2,6500000,มีนบุรี
773,52,3,5500000,มีนบุรี
774,17,2,1850000,มีนบุรี
775,32,2,4300000,มีนบุรี
776,22,2,3500000,มีนบุรี
777,300,4,22500000,มีนบุรี
778,19.5,3,2850000,มีนบุรี
779,19.6,3,2950000,ราษฎร์บูรณะ
780,19.6,3,2950000,ราษฎร์บูรณะ
781,16,3,1890000,ราษฎร์บูรณะ
782,26,2,2490000,ราษฎร์บูรณะ
783,105,4,8500000,ราษฎร์บูรณะ
784,43.4,4,7900000,ราษฎร์บูรณะ
785,20.6,3,3350000,ราษฎร์บูรณะ
786,23.5,4,3600000,ราษฎร์บูรณะ
787,33,4,3900000,ราษฎร์บูรณะ
788,21,3,2990000,ราษฎร์บูรณะ
789,65.8,3,6590000,ราษฎร์บูรณะ
790,18,3,3850000,ราษฎร์บูรณะ
791,18,3,2300000,ราษฎร์บูรณะ
792,18,3,3490000,ราษฎร์บูรณะ
793,57.2,4,5500000,ราษฎร์บูรณะ
794,44.2,3,6350000,ราษฎร์บูรณะ
795,18.7,3,2950000,ราษฎร์บูรณะ
796,45.5,3,4200000,ราษฎร์บูรณะ
797,19.4,3,3100000,ราษฎร์บูรณะ
798,24,3,1990000,ราษฎร์บูรณะ
799,103.1,5,7300000,ราษฎร์บูรณะ
800,58.5,3,5190000,ราษฎร์บูรณะ
801,100.9,4,10000000,ราษฎร์บูรณะ
802,20,3,6900000,ราษฎร์บูรณะ
803,38.8,4,8900000,ราษฎร์บูรณะ
804,20.2,3,3990000,ราษฎร์บูรณะ
805,17,3,1880000,ราษฎร์บูรณะ
806,38.2,3,4800000,ราษฎร์บูรณะ
807,38.2,3,4800000,ราษฎร์บูรณะ
808,50.4,3,3950000,ราษฎร์บูรณะ
809,20,3,3100000,ราษฎร์บูรณะ
810,56,4,8700000,ราษฎร์บูรณะ
811,52.5,4,9500000,ราษฎร์บูรณะ
812,125,4,25000000,ราษฎร์บูรณะ
813,400,5,80000000,ราษฎร์บูรณะ
814,18.7,3,2100000,ราษฎร์บูรณะ
815,71,4,18900000,ราษฎร์บูรณะ
816,17.8,4,2200000,ราษฎร์บูรณะ
817,50.2,3,6700000,ราษฎร์บูรณะ
818,71.5,3,5900000,ราษฎร์บูรณะ
819,26,3,3590000,ราษฎร์บูรณะ
820,26,2,2290000,ราษฎร์บูรณะ
821,50.2,3,6700000,ราษฎร์บูรณะ
822,50.06,3,5290000,ราษฎร์บูรณะ
823,60.1,3,4500000,ราษฎร์บูรณะ
824,64,3,5200000,ราษฎร์บูรณะ
825,18.4,3,2790000,ราษฎร์บูรณะ
826,18.4,3,2790000,ราษฎร์บูรณะ
827,66,3,5500000,ราษฎร์บูรณะ
828,145.3,3,39500000,ราษฎร์บูรณะ
829,28,4,4290000,ราษฎร์บูรณะ
830,51.3,3,4200000,ราษฎร์บูรณะ
831,182.3,5,203000000,ราษฎร์บูรณะ
832,105.5,5,8000000,ราษฎร์บูรณะ
833,40,4,3300000,ราษฎร์บูรณะ
834,25.4,3,2750000,ราษฎร์บูรณะ
835,18,2,1590000,ราษฎร์บูรณะ
836,16,3,1550000,ราษฎร์บูรณะ
837,20.7,4,1000000,ราษฎร์บูรณะ
838,40.5,3,2590000,ราษฎร์บูรณะ
839,18,3,1950000,ราษฎร์บูรณะ
840,41.9,3,2790000,ราษฎร์บูรณะ
841,54,3,3500000,ราษฎร์บูรณะ
842,50,3,6700000,ราษฎร์บูรณะ
843,20,3,4000000,ราษฎร์บูรณะ
844,51,3,6300000,ราษฎร์บูรณะ
845,35,3,8900000,ราษฎร์บูรณะ
846,34.1,3,5590000,ราษฎร์บูรณะ
847,24,4,2700000,ราษฎร์บูรณะ
848,25.8,2,2850000,ราษฎร์บูรณะ
849,75.4,4,4450000,ราษฎร์บูรณะ
850,14,2,1990000,ราษฎร์บูรณะ
851,47.8,1,5800000,ราษฎร์บูรณะ
852,22.5,3,2950000,ราษฎร์บูรณะ
853,16,3,1700000,ราษฎร์บูรณะ
854,17.9,3,2990000,ราษฎร์บูรณะ
855,33.7,3,7690000,ราษฎร์บูรณะ
856,21.5,3,5900000,ราษฎร์บูรณะ
857,199,4,39000000,ราษฎร์บูรณะ
858,50,3,6700000,ราษฎร์บูรณะ
859,82.5,3,5600000,ราษฎร์บูรณะ
860,20.7,3,3590000,ราษฎร์บูรณะ
861,21.1,4,1900000,ราษฎร์บูรณะ
862,18,3,1650000,ราษฎร์บูรณะ
863,183,5,230000000,ราษฎร์บูรณะ
864,50.2,3,6490000,ราษฎร์บูรณะ
865,29.6,4,4890000,ราษฎร์บูรณะ
866,22,1,5700000,ราษฎร์บูรณะ
867,66,3,6590000,ราษฎร์บูรณะ
868,23.08,3,1750000,ราษฎร์บูรณะ
869,18.1,3,4990000,ราษฎร์บูรณะ
870,58.2,3,4790000,ราษฎร์บูรณะ
871,69,4,8000000,ราษฎร์บูรณะ
872,18,3,3000000,ราษฎร์บูรณะ
873,50,3,3900000,ลาดกระบัง
874,619,7,130000000,ลาดกระบัง
875,136.5,5,16500000,ลาดกระบัง
876,211.3,4,60000000,ลาดกระบัง
877,86,4,19500000,ลาดกระบัง
878,53,3,4300000,ลาดกระบัง
879,20,4,3990000,ลาดกระบัง
880,44,3,6050000,ลาดกระบัง
881,75.3,3,8338000,ลาดกระบัง
882,19,3,4500000,ลาดกระบัง
883,70.3,3,10500000,ลาดกระบัง
884,30,3,3790000,ลาดกระบัง
885,19,4,3790000,ลาดกระบัง
886,26,3,2400000,ลาดกระบัง
887,257,5,119000000,ลาดกระบัง
888,73.3,4,16200000,ลาดกระบัง
889,59.4,4,7990000,ลาดกระบัง
890,137.5,4,38000000,ลาดกระบัง
891,65,3,7490000,ลาดกระบัง
892,267.1,5,138000000,ลาดกระบัง
893,54.4,3,7400000,ลาดกระบัง
894,56,3,8350000,ลาดกระบัง
895,157.5,5,59900000,ลาดกระบัง
896,146,4,31500000,ลาดกระบัง
897,24.8,4,3288000,ลาดกระบัง
898,29.6,3,3900000,ลาดกระบัง
899,115.4,4,60000000,ลาดกระบัง
900,18.8,3,5890000,ลาดกระบัง
901,218,5,119000000,ลาดกระบัง
902,50.3,3,8300000,ลาดกระบัง
903,63.9,4,7900000,ลาดกระบัง
904,18.7,4,3990000,ลาดกระบัง
905,18.1,3,2100000,ลาดกระบัง
906,54,3,6300000,ลาดกระบัง
907,400,5,55000000,ลาดกระบัง
908,21.2,3,2550000,ลาดกระบัง
909,77,4,23500000,ลาดกระบัง
910,59.4,4,7990000,ลาดกระบัง
911,62,4,13000000,ลาดกระบัง
912,62,4,13000000,ลาดกระบัง
913,68.8,4,17900000,ลาดกระบัง
914,83,3,13900000,ลาดกระบัง
915,74.5,8,18540000,ลาดกระบัง
916,50,3,4490000,ลาดกระบัง
917,60.5,3,5900000,ลาดกระบัง
918,24.4,3,5100000,ลาดกระบัง
919,62.3,4,10500000,ลาดกระบัง
920,27.8,3,2500000,ลาดกระบัง
921,53.4,4,5900000,ลาดกระบัง
922,141.9,4,41000000,ลาดกระบัง
923,69.7,4,10900000,ลาดกระบัง
924,50,3,3900000,ลาดกระบัง
925,26,3,3390000,ลาดกระบัง
926,74.2,4,20990000,ลาดกระบัง
927,76.4,4,18900000,ลาดกระบัง
928,81,3,11500000,ลาดกระบัง
929,32.4,3,3550000,ลาดกระบัง
930,118,3,13900000,ลาดกระบัง
931,86,3,12000000,ลาดกระบัง
932,20.6,3,2200000,ลาดกระบัง
933,103,2,15900000,ลาดกระบัง
934,54,3,16300000,ลาดกระบัง
935,264,5,125000000,ลาดกระบัง
936,50.7,4,5390000,ลาดกระบัง
937,54,3,16300000,ลาดกระบัง
938,220,6,55000000,ลาดกระบัง
939,17.4,3,1900000,ลาดกระบัง
940,36,3,6500000,ลาดกระบัง
941,48.9,4,9998000,ลาดกระบัง
942,99,4,4200000,ลาดกระบัง
943,16.8,3,3000000,ลาดกระบัง
944,82,3,25950000,ลาดกระบัง
945,18.3,3,4590000,ลาดกระบัง
946,24.6,3,3190000,ลาดกระบัง
947,51,3,2990000,ลาดกระบัง
948,21.2,3,4260000,ลาดกระบัง
949,73.3,4,16200000,ลาดกระบัง
950,63,3,7650000,ลาดกระบัง
951,169,4,55000000,ลาดกระบัง
952,18,3,2590000,ลาดกระบัง
953,68.8,4,16900000,ลาดกระบัง
954,54,3,6590000,ลาดกระบัง
955,73.3,4,16300000,ลาดกระบัง
956,68.8,4,16900000,ลาดกระบัง
957,52.3,4,8500000,ลาดกระบัง
958,52.5,3,6800000,ลาดกระบัง
959,137.5,4,55900000,ลาดกระบัง
960,218,5,119000000,ลาดกระบัง
961,112.7,4,38900000,ลาดกระบัง
962,39,4,8600000,ลาดกระบัง
963,50,3,4490000,ลาดกระบัง
964,418,4,23000000,ลาดกระบัง
965,38,3,5300000,ลาดกระบัง
966,102,5,17000000,ลาดกระบัง
967,21,4,2900000,ลาดกระบัง
968,20,3,2490000,ลาดกระบัง
969,60,4,4300000,ลาดกระบัง
970,50,3,3900000,ลาดกระบัง
971,50,3,3900000,ลาดกระบัง
972,103,4,21000000,ลาดกระบัง
973,193,6,18900000,ลาดกระบัง
974,58.7,4,7790000,ลาดกระบัง
975,120,4,35000000,ลาดกระบัง
976,61.5,3,6590000,ลาดกระบัง
977,54.9,4,14500000,ลาดกระบัง
978,130,5,25000000,ลาดกระบัง
979,58,3,5800000,ลาดกระบัง
980,150,5,38000000,ลาดกระบัง
981,82.4,4,14500000,ลาดกระบัง
982,23.5,3,2700000,ลาดกระบัง
983,50.6,4,6490000,ลาดกระบัง
984,17.4,3,1590000,ลาดกระบัง
985,22.5,3,2990000,ลาดกระบัง
986,53,3,2500000,ลาดกระบัง
987,137.5,4,48000000,ลาดกระบัง
988,56.02,4,6450000,ลาดกระบัง
989,137,4,59900000,ลาดกระบัง
990,146,3,49500000,ลาดกระบัง
991,49,3,5700000,ลาดกระบัง
992,61,5,9000000,ลาดกระบัง
993,218,5,120000000,ลาดกระบัง
994,35,3,4200000,ลาดกระบัง
995,68,4,16900000,ลาดกระบัง
996,54,3,5900000,ลาดกระบัง
997,82.4,4,14500000,ลาดกระบัง
998,53,5,14000000,ลาดกระบัง
999,17.4,3,1650000,ลาดกระบัง
1000,53.7,3,5900000,ลาดกระบัง
1001,20,3,2890000,ลาดกระบัง
1002,20,3,4890000,ลาดกระบัง
1003,118,3,14900000,ลาดกระบัง
1004,81.8,4,9900000,ลาดกระบัง
1005,106,7,14900000,ลาดกระบัง
1006,21.1,3,3690000,ลาดกระบัง
1007,21,4,2500000,ลาดกระบัง
1008,27,3,3900000,ลาดกระบัง
1009,20,3,2390000,ลาดกระบัง
1010,21.3,2,1790000,ลาดกระบัง
1011,18.5,4,3999999,ลาดกระบัง
1012,118,3,14900000,ลาดกระบัง
1013,380,4,44000000,ลาดกระบัง
1014,52.5,4,7690000,ลาดกระบัง
1015,20,3,2500000,ลาดกระบัง
1016,21.3,3,2800000,ลาดกระบัง
1017,26.5,4,3250000,ลาดกระบัง
1018,28.4,3,7390000,ลาดกระบัง
1019,25.4,3,3200000,ลาดกระบัง
1020,23.5,3,1750000,ลาดกระบัง
1021,65.1,3,7400000,ลาดกระบัง
1022,35,3,9900000,ลาดกระบัง
1023,24.2,4,2700000,ลาดกระบัง
1024,34,3,3890000,ลาดกระบัง
1025,57.1,3,7000000,ลาดกระบัง
1026,55,3,5450000,ลาดกระบัง
1027,196,4,29400000,ลาดกระบัง
1028,17,3,2290000,ลาดกระบัง
1029,100,6,4900000,ลาดกระบัง
1030,153,6,26000000,ลาดกระบัง
1031,137.5,4,38000000,ลาดกระบัง
1032,32.2,3,5000000,ลาดกระบัง
1033,211.3,4,60000000,ลาดกระบัง
1034,150,5,38000000,ลาดกระบัง
1035,133,7,13900000,ลาดกระบัง
1036,64,4,17900000,ลาดกระบัง
1037,37,3,5290000,ลาดกระบัง
1038,54.6,4,8300000,ลาดกระบัง
1039,68,4,16900000,ลาดกระบัง
1040,68.8,4,16900000,ลาดกระบัง
1041,100.3,3,14300000,ลาดกระบัง
1042,158,3,9990000,ลาดกระบัง
1043,53,3,4950000,ลาดกระบัง
1044,52,3,6800000,ลาดกระบัง
1045,16,2,2150000,ลาดกระบัง
1046,63.9,3,7650000,ลาดกระบัง
1047,21.2,4,3590000,ลาดกระบัง
1048,78,3,8500000,ลาดกระบัง
1049,20,3,3890000,ลาดกระบัง
1050,57.4,5,6950000,ลาดกระบัง
1051,19,4,3600000,ลาดกระบัง
1052,57,3,5000000,ลาดกระบัง
1053,53.4,4,6500000,ลาดกระบัง
1054,55.5,3,5200000,ลาดกระบัง
1055,169,4,55000000,ลาดกระบัง
1056,48.2,3,5200000,ลาดกระบัง
1057,56,3,5149900,ลาดกระบัง
1058,61.7,4,6990000,ลาดกระบัง
1059,118,4,13500000,ลาดกระบัง
1060,78,4,16500000,ลาดกระบัง
1061,18.2,3,3250000,ลาดกระบัง
1062,68.8,4,16900000,ลาดกระบัง
1063,19.9,3,4600000,ลาดกระบัง
1064,114,4,18500000,ลาดกระบัง
1065,50.3,3,8200000,ลาดกระบัง
1066,19.7,3,2500000,ลาดกระบัง
1067,25,4,11350000,ลาดพร้าว
1068,157.5,4,30700000,ลาดพร้าว
1069,24.8,3,5700000,ลาดพร้าว
1070,53.4,4,22000000,ลาดพร้าว
1071,77,4,34000000,ลาดพร้าว
1072,77,4,34000000,ลาดพร้าว
1073,77,4,39900000,ลาดพร้าว
1074,20,3,7500000,ลาดพร้าว
1075,50,3,7200000,ลาดพร้าว
1076,102,5,31000000,ลาดพร้าว
1077,54,4,14900000,ลาดพร้าว
1078,172,4,130000000,ลาดพร้าว
1079,188,5,135000000,ลาดพร้าว
1080,56,3,14500000,ลาดพร้าว
1081,38.5,3,18000000,ลาดพร้าว
1082,148.3,5,90000000,ลาดพร้าว
1083,148.5,3,15500000,ลาดพร้าว
1084,74.2,4,25500000,ลาดพร้าว
1085,50,6,12900000,ลาดพร้าว
1086,200.7,5,49000000,ลาดพร้าว
1087,51,2,9990000,ลาดพร้าว
1088,25,4,7900000,ลาดพร้าว
1089,62,3,15900000,ลาดพร้าว
1090,51,2,9990000,ลาดพร้าว
1091,68.1,4,23500000,ลาดพร้าว
1092,25.2,3,8000000,ลาดพร้าว
1093,17,2,3200000,ลาดพร้าว
1094,60,3,14900000,ลาดพร้าว
1095,51,4,15000000,ลาดพร้าว
1096,70,4,14000000,ลาดพร้าว
1097,41,3,6290000,ลาดพร้าว
1098,95,3,24500000,ลาดพร้าว
1099,104,3,19800000,ลาดพร้าว
1100,301,4,58000000,ลาดพร้าว
1101,100,5,12900000,ลาดพร้าว
1102,56,4,31900000,ลาดพร้าว
1103,197.3,5,98000000,ลาดพร้าว
1104,50,4,8790000,ลาดพร้าว
1105,43.6,3,17900000,ลาดพร้าว
1106,59,3,22900000,ลาดพร้าว
1107,112,5,18500000,ลาดพร้าว
1108,187,4,55500000,ลาดพร้าว
1109,145,4,65000000,ลาดพร้าว
1110,211,5,150000000,ลาดพร้าว
1111,53,5,12990000,ลาดพร้าว
1112,91,5,45000000,ลาดพร้าว
1113,20.8,4,6200000,ลาดพร้าว
1114,68,3,36500000,ลาดพร้าว
1115,100,4,7450000,ลาดพร้าว
1116,63,4,8290000,ลาดพร้าว
1117,20.21,3,6950000,ลาดพร้าว
1118,100,4,16500000,ลาดพร้าว
1119,132,4,45000000,ลาดพร้าว
1120,220,4,8910000,ลาดพร้าว
1121,97,4,24500000,ลาดพร้าว
1122,47,3,10900000,ลาดพร้าว
1123,21.9,4,4300000,ลาดพร้าว
1124,98,5,26000000,ลาดพร้าว
1125,41,4,5750000,ลาดพร้าว
1126,38,6,4500000,ลาดพร้าว
1127,37,4,4900000,ลาดพร้าว
1128,18,3,3890000,ลาดพร้าว
1129,184,6,18500000,ลาดพร้าว
1130,230,5,140000000,ลาดพร้าว
1131,98,5,29000000,ลาดพร้าว
1132,57,4,7200000,ลาดพร้าว
1133,28.5,4,15000000,ลาดพร้าว
1134,188,5,28000000,ลาดพร้าว
1135,18,2,4200000,ลาดพร้าว
1136,27.8,5,6500000,ลาดพร้าว
1137,19,3,3600000,ลาดพร้าว
1138,103,4,27900000,ลาดพร้าว
1139,144,3,29000000,ลาดพร้าว
1140,18,3,2700000,ลาดพร้าว
1141,50,3,7100000,ลาดพร้าว
1142,60,3,14500000,ลาดพร้าว
1143,51,4,22900000,ลาดพร้าว
1144,50,4,6900000,ลาดพร้าว
1145,100,4,12000000,ลาดพร้าว
1146,99,4,18500000,ลาดพร้าว
1147,100,4,55500000,ลาดพร้าว
1148,101,6,48000000,ลาดพร้าว
1149,50,3,5390000,ลาดพร้าว
1150,25.5,2,4400000,ลาดพร้าว
1151,51,4,15900000,ลาดพร้าว
1152,35,3,16990000,ลาดพร้าว
1153,180,7,40000000,ลาดพร้าว
1154,47,3,10900000,ลาดพร้าว
1155,22,4,8990000,ลาดพร้าว
1156,50,6,12900000,ลาดพร้าว
1157,63,3,10250000,ลาดพร้าว
1158,20.8,4,6200000,ลาดพร้าว
1159,50,2,6900000,ลาดพร้าว
1160,25,3,8150000,ลาดพร้าว
1161,84,5,60000000,ลาดพร้าว
1162,20,3,7500000,ลาดพร้าว
1163,59,3,22900000,ลาดพร้าว
1164,53.4,4,20900000,ลาดพร้าว
1165,36,4,24000000,ลาดพร้าว
1166,60,5,22900000,ลาดพร้าว
1167,36.2,3,20900000,ลาดพร้าว
1168,18,3,5300000,ลาดพร้าว
1169,50,3,6800000,ลาดพร้าว
1170,143,3,19600000,ลาดพร้าว
1171,94,4,9800000,ลาดพร้าว
1172,50,3,5700000,ลาดพร้าว
1173,91,5,45000000,ลาดพร้าว
1174,24,2,2990000,ลาดพร้าว
1175,30,3,8900000,ลาดพร้าว
1176,99,4,10000000,ลาดพร้าว
1177,48.2,4,16990000,ลาดพร้าว
1178,17,4,3700000,ลาดพร้าว
1179,100,4,12000000,ลาดพร้าว
1180,160,4,20000000,ลาดพร้าว
1181,23.5,3,4390000,ลาดพร้าว
1182,175,4,58000000,ลาดพร้าว
1183,62.1,3,8500000,ลาดพร้าว
1184,42,2,4200000,ลาดพร้าว
1185,53,3,5500000,ลาดพร้าว
1186,64,4,48000000,ลาดพร้าว
1187,19,4,5400000,ลาดพร้าว
1188,65,4,29500000,ลาดพร้าว
1189,56,3,8900000,ลาดพร้าว
1190,123,5,69000000,ลาดพร้าว
1191,42,6,6000000,ลาดพร้าว
1192,42,3,5500000,ลาดพร้าว
1193,51.4,4,22900000,ลาดพร้าว
1194,128,4,47000000,ลาดพร้าว
1195,190,3,23700000,ลาดพร้าว
1196,51,4,11000000,ลาดพร้าว
1197,60,5,26500000,ลาดพร้าว
1198,72,4,19000000,ลาดพร้าว
1199,50,2,6900000,ลาดพร้าว
1200,143,3,19600000,ลาดพร้าว
1201,70,4,13900000,ลาดพร้าว
1202,32,3,6500000,ลาดพร้าว
1203,30,3,3850000,ลาดพร้าว
1204,22,2,3229000,ลาดพร้าว
1205,17,2,2590000,ลาดพร้าว
1206,91,8,10900000,ลาดพร้าว
1207,47,3,10500000,ลาดพร้าว
1208,94,4,9800000,ลาดพร้าว
1209,62,3,5700000,ลาดพร้าว
1210,53,5,12599000,ลาดพร้าว
1211,53,5,12590000,ลาดพร้าว
1212,101,4,49900000,ลาดพร้าว
1213,49.5,3,22500000,ลาดพร้าว
1214,45,2,5150000,ลาดพร้าว
1215,18.7,2,4490000,ลาดพร้าว
1216,32,3,9690000,ลาดพร้าว
1217,30,3,8900000,ลาดพร้าว
1218,70.5,3,13500000,ลาดพร้าว
1219,123,5,69000000,ลาดพร้าว
1220,70,4,14000000,ลาดพร้าว
1221,49.5,3,21800000,ลาดพร้าว
1222,118.3,4,67500000,ลาดพร้าว
1223,19.9,3,4950000,ลาดพร้าว
1224,227,8,160000000,ลาดพร้าว
1225,266,3,46350000,ลาดพร้าว
1226,50,3,6500000,ลาดพร้าว
1227,108,3,15900000,ลาดพร้าว
1228,32.6,3,17900000,ลาดพร้าว
1229,47,3,10500000,ลาดพร้าว
1230,104,4,59500000,ลาดพร้าว
1231,23,4,6000000,ลาดพร้าว
1232,47,3,10500000,ลาดพร้าว
1233,67,3,10490000,ลาดพร้าว
1234,20,3,8300000,ลาดพร้าว
1235,123,5,69000000,ลาดพร้าว
1236,72,5,9800000,ลาดพร้าว
1237,35.1,3,14990000,ลาดพร้าว
1238,86,2,8400000,ลาดพร้าว
1239,17,4,4500000,ลาดพร้าว
1240,380,6,12900000,ลาดพร้าว
1241,70.3,4,59990000,ลาดพร้าว
1242,49.5,3,22500000,ลาดพร้าว
1243,108,3,15900000,ลาดพร้าว
1244,20,2,1590000,ลาดพร้าว
1245,47,4,20000000,สาทร
1246,121,4,13900000,สาทร
1247,212,6,295000000,สาทร
1248,40,1,9500000,สาทร
1249,60,5,75000000,สาทร
1250,12,1,7000000,สาทร
1251,47,4,20000000,สาทร
1252,103.4,6,25000000,สาทร
1253,530,5,78000000,สาทร
1254,32.8,4,12900000,สาทร
1255,96,4,69000000,สาทร
1256,16.7,4,6900000,สาทร
1257,10,3,3200000,สาทร
1258,54,4,27900000,สาทร
1259,238,5,80000000,สาทร
1260,53,3,11000000,สาทร
1261,60,5,78000000,สาทร
1262,127,3,115000000,สาทร
1263,238,5,78000000,สาทร
1264,60,4,70000000,สาทร
1265,40,2,7000000,สาทร
1266,72,4,34000000,สาทร
1267,32.7,3,40000000,สาทร
1268,27.2,3,6000000,ห้วยขวาง
1269,21.1,3,9800000,ห้วยขวาง
1270,17,2,4200000,ห้วยขวาง
1271,51,5,11900000,ห้วยขวาง
1272,41,6,8500000,ห้วยขวาง
1273,26,3,10500007,ห้วยขวาง
1274,52.2,5,15500000,ห้วยขวาง
1275,20.4,3,5850000,ห้วยขวาง
1276,97,5,38500000,ห้วยขวาง
1277,119.5,5,59000000,ห้วยขวาง
1278,38,10,21000000,ห้วยขวาง
1279,119.5,5,52000000,ห้วยขวาง
1280,26,3,10500000,ห้วยขวาง
1281,52,5,12000000,ห้วยขวาง
1282,54,3,18000000,ห้วยขวาง
1283,21,4,8500000,ห้วยขวาง
1284,27,4,4500000,ห้วยขวาง
1285,20,3,6500000,ห้วยขวาง
1286,19.4,4,5700000,ห้วยขวาง
1287,16.7,3,4490000,ห้วยขวาง
1288,20,3,10950000,ห้วยขวาง
1289,52,5,15500000,ห้วยขวาง
1290,143,4,19000000,ห้วยขวาง
1291,63,4,13500000,ห้วยขวาง
1292,380,4,76000000,ห้วยขวาง
1293,52.2,5,15500000,ห้วยขวาง
1294,58,4,18500000,ห้วยขวาง
1295,97,5,38500000,ห้วยขวาง
1296,24,6,6500000,ห้วยขวาง
1297,62,3,13300000,ห้วยขวาง
1298,62,3,13300000,ห้วยขวาง
1299,21.9,3,4300000,ห้วยขวาง
1300,18,3,17900000,ห้วยขวาง
1301,20,3,8900000,ห้วยขวาง
1302,32.6,2,13500000,ห้วยขวาง
1303,55,3,15500000,ห้วยขวาง
1304,70,3,13500000,ห้วยขวาง
1305,51,5,11900000,ห้วยขวาง
1306,98,6,14000000,ห้วยขวาง
1307,25,3,3590000,ห้วยขวาง
1308,97,5,38500000,ห้วยขวาง
1309,20,3,14900000,ห้วยขวาง
1310,18.9,3,14900000,ห้วยขวาง
1311,21,2,3900000,ห้วยขวาง
1312,120,4,72000000,ห้วยขวาง
1313,23,4,13900000,ห้วยขวาง
1314,30,4,6400000,ห้วยขวาง
1315,53.8,5,32900000,ห้วยขวาง
1316,120,6,23000000,ห้วยขวาง
1317,26,4,5200000,ห้วยขวาง
1318,23.1,4,10000000,ห้วยขวาง
1319,27,3,3900000,ห้วยขวาง
1320,24,3,8300000,ห้วยขวาง
